Touggourt,Algeria,DAUK,TGR,Touggourt Sidi Madhi Airport,33.06779861,6.088669777
Laghouat,Algeria,DAUL,LOO,Laghouat Airport,33.76440048,2.928339958
Timimoun,Algeria,DAUT,TMX,Timimoun Airport,29.2371006,0.276033014
Ouargla,Algeria,DAUU,OGX,Ain el Beida Airport,31.91720009,5.412779808
Zarzaitine,Algeria,DAUZ,IAM,In Aménas Airport,28.0515,9.64291
Cotonou,Benin,DBBB,COO,Cadjehoun Airport,6.357230186,2.384350061
Ouagadougou,Burkina Faso,DFFD,OUA,Ouagadougou Airport,12.3532,-1.51242
Bobo-dioulasso,Burkina Faso,DFOO,BOY,Bobo Dioulasso Airport,11.16009998,-4.33096981
Accra,Ghana,DGAA,ACC,Kotoka International Airport,5.6051898,-0.166786
Tamale,Ghana,DGLE,TML,Tamale Airport,9.557189941,-0.863214016
Sunyani,Ghana,DGSN,NYI,Sunyani Airport,7.361830235,-2.328759909
Takoradi,Ghana,DGTK,TKD,Takoradi Airport,4.89605999,-1.774760008
Abidjan,Cote d'Ivoire,DIAP,ABJ,Port Bouet Airport,5.261390209,-3.926290035
Bouake,Cote d'Ivoire,DIBK,BYK,Bouaké Airport,7.738800049,-5.07366991
Daloa,Cote d'Ivoire,DIDL,DJO,Daloa Airport,6.792809963,-6.473189831
Korhogo,Cote d'Ivoire,DIKO,HGO,Korhogo Airport,9.387180328,-5.556660175
Man,Cote d'Ivoire,DIMN,MJC,Man Airport,7.272069931,-7.587359905
San Pedro,Cote d'Ivoire,DISP,SPY,San Pedro Airport,4.746719837,-6.660820007
Yamoussoukro,Cote d'Ivoire,DIYO,ASK,Yamoussoukro Airport,6.903170109,-5.365580082
Abuja,Nigeria,DNAA,ABV,Nnamdi Azikiwe International Airport,9.006790161,7.263169765
Akure,Nigeria,DNAK,AKR,Akure Airport,7.246739864,5.301010132
Benin,Nigeria,DNBE,BNI,Benin Airport,6.316979885,5.599500179
Calabar,Nigeria,DNCA,CBQ,Margaret Ekpo International Airport,4.976019859,8.347200394
Enugu,Nigeria,DNEN,ENU,Akanu Ibiam International Airport,6.474269867,7.56196022
Ibadan,Nigeria,DNIB,IBA,Ibadan Airport,7.362460136,3.978329897
Ilorin,Nigeria,DNIL,ILR,Ilorin International Airport,8.440210342,4.493919849
Jos,Nigeria,DNJO,JOS,Yakubu Gowon Airport,9.639829636,8.869050026
Kaduna,Nigeria,DNKA,KAD,Kaduna Airport,10.6960001,7.320109844
Kano,Nigeria,DNKN,KAN,Mallam Aminu International Airport,12.0476,8.52462
Maiduguri,Nigeria,DNMA,MIU,Maiduguri International Airport,11.85529995,13.08090019
Makurdi,Nigeria,DNMK,MDI,Makurdi Airport,7.70388,8.61394
Lagos,Nigeria,DNMM,LOS,Murtala Muhammed International Airport,6.577370167,3.321160078
Minna,Nigeria,DNMN,MXJ,Minna Airport,9.652170181,6.462259769
Port Hartcourt,Nigeria,DNPO,PHC,Port Harcourt International Airport,5.015490055,6.949590206
Sokoto,Nigeria,DNSO,SKO,Sadiq Abubakar III International Airport,12.91629982,5.207190037
Yola,Nigeria,DNYO,YOL,Yola Airport,9.25755024,12.43039989
Zaria,Nigeria,DNZA,ZAR,Zaria Airport,11.1302,7.68581
Maradi,Niger,DRRM,MFQ,Maradi Airport,13.50249958,7.126749992
Niamey,Niger,DRRN,NIM,Diori Hamani International Airport,13.4815,2.18361
Tahoua,Niger,DRRT,THZ,Tahoua Airport,14.8757,5.265359879
Agadez,Niger,DRZA,AJY,Mano Dayak International Airport,16.9659996,8.000109673
Zinder,Niger,DRZR,ZND,Zinder Airport,13.77900028,8.98375988
Monastir,Tunisia,DTMB,MIR,Monastir Habib Bourguiba International Airport,35.7580986,10.75469971
Tunis,Tunisia,DTTA,TUN,Tunis Carthage International Airport,36.85100174,10.22719955
Gafsa,Tunisia,DTTF,GAF,Gafsa Ksar International Airport,34.42200089,8.822500229
Gabes,Tunisia,DTTG,GAE,Gabès Matmata International Airport,33.87689972,10.10330009
Djerba,Tunisia,DTTJ,DJE,Djerba Zarzis International Airport,33.875,10.7755003
El Borma,Tunisia,DTTR,EBM,El Borma Airport,31.70429993,9.254619598
Sfax,Tunisia,DTTX,SFA,Sfax Thyna International Airport,34.7179985,10.69099998
Tozeur,Tunisia,DTTZ,TOE,Tozeur Nefta International Airport,33.93970108,8.110560417
Niatougou,Togo,DXNG,LRL,Niamtougou International Airport,9.76733017,1.091249943
Lome,Togo,DXXX,LFW,Lomé-Tokoin Airport,6.165609837,1.254510045
Antwerp,Belgium,EBAW,ANR,Antwerp International Airport (Deurne),51.18939972,4.460279942
Brussels,Belgium,EBBR,BRU,Brussels Airport,50.90140152,4.48443985
Charleroi,Belgium,EBCI,CRL,Brussels South Charleroi Airport,50.459202,4.45382
Kortrijk-vevelgem,Belgium,EBKT,KJK,Wevelgem Airport,50.81719971,3.20472002
Liege,Belgium,EBLG,LGG,Liège Airport,50.63740158,5.443220139
Ostend,Belgium,EBOS,OST,Ostend-Bruges International Airport,51.19889832,2.862220049
Zoersel,Belgium,EBZR,OBL,Zoersel (Oostmalle) Airfield,51.264702,4.75333
Altenburg,Germany,EDAC,AOC,Altenburg-Nobitz Airport,50.981945,12.506389
Riesa,Germany,EDAU,IES,Riesa-Göhlis Airport,51.29360962,13.35611057
Rechlin-laerz,Germany,EDAX,REB,Rechlin-Lärz Airport,53.30638886,12.75222206
Schoenhagen,Germany,EDAZ,QXH,Schönhagen Airport,52.203609,13.156389
Barth,Germany,EDBH,BBH,Barth Airport,54.338253,12.710515
Magdeburg,Germany,EDBM,ZMG,"Magdeburg ""City"" Airport",52.073612,11.626389
Cottbus,Germany,EDCD,CBU,Cottbus-Drewitz Airport,51.889442,14.531944
Berlin,Germany,EDDB,SXF,Berlin-Schönefeld Airport,52.380001,13.5225
Dresden,Germany,EDDC,DRS,Dresden Airport,51.13280106,13.76720047
Erfurt,Germany,EDDE,ERF,Erfurt Airport,50.97980118,10.95810032
Frankfurt,Germany,EDDF,FRA,Frankfurt am Main Airport,50.033333,8.570556
Munster,Germany,EDDG,FMO,Münster Osnabrück Airport,52.13460159,7.684830189
Hamburg,Germany,EDDH,HAM,Hamburg Airport,53.63040161,9.988229752
Berlin,Germany,EDDI,THF,Berlin-Tempelhof International Airport,52.47299957,13.40390015
Cologne,Germany,EDDK,CGN,Cologne Bonn Airport,50.86589813,7.142739773
Duesseldorf,Germany,EDDL,DUS,Düsseldorf Airport,51.289501,6.76678
Munich,Germany,EDDM,MUC,Munich Airport,48.353802,11.7861
Nuernberg,Germany,EDDN,NUE,Nuremberg Airport,49.498699,11.078056
Leipzig,Germany,EDDP,LEJ,Leipzig/Halle Airport,51.423889,12.236389
Saarbruecken,Germany,EDDR,SCN,Saarbrücken Airport,49.21459961,7.109509945
Stuttgart,Germany,EDDS,STR,Stuttgart Airport,48.68989944,9.221960068
Berlin,Germany,EDDT,TXL,Berlin-Tegel Airport,52.5597,13.2877
Hannover,Germany,EDDV,HAJ,Hannover Airport,52.46110153,9.685079575
Bremen,Germany,EDDW,BRE,Bremen Airport,53.04750061,8.786669731
Egelsbach,Germany,EDFE,QEF,Frankfurt-Egelsbach Airport,49.959999,8.645833
Hahn,Germany,EDFH,HHN,Frankfurt-Hahn Airport,49.9487,7.26389
Mannheim,Germany,EDFM,MHG,Mannheim-City Airport,49.473057,8.514167
Eisenach,Germany,EDGE,EIB,Eisenach-Kindel Airport,50.991604,10.47973
Siegerland,Germany,EDGS,SGE,Siegerland Airport,50.70769882,8.082969666
Hamburg,Germany,EDHI,XFW,Hamburg-Finkenwerder Airport,53.53527832,9.83555603
Kiel,Germany,EDHK,KEL,Kiel-Holtenau Airport,54.37944412,10.14527798
Luebeck,Germany,EDHL,LBC,Lübeck Blankensee Airport,53.80540085,10.71920013
